id,income
50433,43596.07460177195
50434,46211.985311485565
50435,47062.745126631286
50436,27588.822504751875
50437,35088.79041111103
50438,37190.83850745697
50439,40251.02522570774
50440,57030.485806754485
50441,23858.630752648267
50442,54947.34885001687
50443,43656.785601186726
50444,54570.74564969531
50445,36662.95408133083
50446,34770.88921225356
50447,43780.2744057702
50448,37020.2161065399
50449,49298.343697723474
50450,95454.09132305873
50451,50412.38116714482
50452,61260.97614934662
50453,35712.027577362314
50454,71722.46859895
50455,83893.70275978131
50456,49423.83275320771
50457,25556.873014493358
50458,23933.79162934389
50459,49492.46318812941
50460,29858.0190956491
50461,39699.18850412166
50462,82558.32073047037
50463,44208.09412856672
50464,50916.46834006011
50465,51473.534062259
50466,24761.722393623706
50467,58880.29969927689
50468,24291.897806000656
50469,27039.564704929926
50470,78032.05307714875
50471,37618.5997195583
50472,73345.34177320094
50473,25647.387138350765
50474,48183.96008740505
50475,75574.74382826465
50476,36595.53289553591
50477,39494.35046299438
50478,43524.323201251296
50479,37842.18281432444
50480,78800.82357367224
50481,49138.99769300781
50482,30490.23264945079
50483,54771.62184049512
50484,26564.570635189415
50485,136831.57916006912
50486,27028.916277987148
50487,75912.36328816887
50488,33709.58367622236
50489,40383.0933499369
50490,39263.756244989054
50491,48165.93619685766
50492,49191.428678371965
50493,35284.43288831089
50494,39623.07574132015
50495,37251.829545262844
50496,30853.294949572482
50497,24070.8613316711
50498,83367.69808389692
50499,63842.48481379607
50500,35104.500553148246
50501,55671.08437034198
50502,40013.09848191781
50503,64373.06126135316
50504,51693.10528304481
50505,50026.359065158904
50506,74601.29770947665
50507,78392.96607377121
50508,78693.42137157948
50509,40232.606255216415
50510,36105.2886727321
50511,36545.9273727196
50512,67292.67976346595
50513,47865.40500944527
50514,37458.50393863971
50515,43671.39136101772
50516,36053.03590102507
50517,48020.05269248296
50518,58138.80373685508
50519,51628.86118416742
50520,24386.248034538672
50521,47706.44128460367
50522,64680.197097399745
50523,35915.01145353018
50524,77266.0689369904
50525,25344.244805808114
50526,47706.44128460367
50527,77996.96619265988
50528,26428.697238249933
50529,37216.21146965704
50530,38296.829649657986
50531,35076.64787048528
50532,30909.662334666365
50533,36039.428711535664
50534,49233.223992790925
50535,43511.01025683512
50536,49827.012948242
50537,23858.630752648267
50538,94456.74583784006
50539,35148.10625281239
50540,59789.23507772944
50541,36571.379310362914
50542,64001.6577480632
50543,25503.41774007524
50544,55751.46223545428
50545,45879.248020777915
50546,53319.330108569404
50547,35439.395961260314
50548,24455.63929752948
50549,79609.25409666631
50550,64309.729424822195
50551,28425.85737704054
50552,42447.21493033158
50553,33279.01179299607
50554,52890.237908956464
50555,60393.737904675
50556,49047.855176400495
50557,11583.78147612176
50558,76355.94908518421
50559,62922.096339763804
50560,35168.743843911914
50561,35126.2310492229
50562,23858.630752648267
50563,36545.9273727196
50564,102196.64244871664
50565,20778.263457188517
50566,48656.732080372516
50567,59965.74623810338
50568,56763.78610574228
50569,36660.67909662584
50570,50141.02216255593
50571,41038.59956935583
50572,23903.520009661293
50573,91361.90089102245
50574,35415.94039255855
50575,31539.079273087755
50576,77497.61629909316
50577,23939.49283153926
50578,36706.39580797227
50579,38137.656715390855
50580,36579.23230534216
50581,24080.408549481323
50582,45431.94472530738
50583,39464.09783428358
50584,37335.1517278756
50585,35075.363557936216
50586,50747.79643365875
50587,55706.68791251955
50588,47923.86507194776
50589,32391.913846613283
50590,59508.97971260516
50591,35669.09771358251
50592,60746.73290477974
50593,46372.51807758014
50594,48356.295293301424
50595,71451.33175764568
50596,65188.313722759485
50597,25074.952558355406
50598,23988.744402198678
50599,45515.24343359829
50600,25171.44767061668
50601,36545.9273727196
50602,52783.20069251232
50603,35915.41528251839
50604,24527.317797049665
50605,25080.487870129207
50606,56790.29636173078
50607,26979.920185744053
50608,48749.18566653262
50609,36545.9273727196
50610,115720.75151021467
50611,75498.67831558456
50612,41969.11304513725
50613,35264.526134460524
50614,39647.672708547674
50615,66998.63352343
50616,36860.32360499127
50617,34846.39396752689
50618,41406.06564832327
50619,47798.10701557145
50620,23858.630752648267
50621,36557.92022526686
50622,43032.38799439795
50623,56040.27284563891
50624,87004.91799548923
50625,47706.44128460367
50626,24131.03796108324
50627,55964.851734615026
50628,63002.01587499768
50629,38774.348452459366
50630,64160.60865986322
50631,28156.299977860683
50632,37228.751538591445
50633,35019.144664532345
50634,78909.53214687532
50635,68764.54575054086
50636,48749.18566653262
50637,78015.39548702724
50638,58796.24608601048
50639,36703.68785716944
50640,35598.143950495825
50641,56339.37692935954
50642,25280.74240362794
50643,52895.445257405234
50644,98281.26370498123
50645,89787.08820805929
50646,48555.36360069501
50647,48103.15020470873
50648,49233.223992790925
50649,48863.53830068995
50650,36752.52931598692
50651,49280.236962745315
50652,35225.48776772135
50653,28311.135117953618
50654,26629.965193955035
50655,18926.49485847665
50656,49233.223992790925
50657,50981.74027351648
50658,31080.72491250821
50659,40599.868900286514
50660,48237.01773216076
50661,53542.782207731645
50662,40967.358421937075
50663,81282.26172604009
50664,80584.13559178548
50665,26780.857226817643
50666,55706.16720441466
50667,53947.47360414103
50668,61920.52061286225
50669,23858.630752648267
50670,71749.98929635811
50671,64042.82640309061
50672,48502.30595593931
50673,71884.49140818001
50674,29588.85638626482
50675,52007.98196631798
50676,49579.53334041567
50677,23885.20327484089
50678,41066.55944315684
50679,59119.06211959701
50680,27229.70411810062
50681,74400.95612018213
50682,36613.85793451373
50683,57418.271691281065
50684,35019.144664532345
50685,60393.737904675
50686,27899.61001509334
50687,23924.836241815305
50688,33842.04646345445
50689,68864.06439495672
50690,36111.64170108736
50691,38674.500209444785
50692,61232.479613819145
50693,40525.250729397754
50694,55441.01608317646
50695,62781.3319186819
50696,35861.33693132389
50697,84672.26040076159
50698,23952.743500478187
50699,50924.07123714633
50700,50405.8616436879
50701,26836.128952806186
50702,48856.62397026028
50703,52030.256410479546
50704,56195.66444551708
50705,28384.517730999025
50706,47893.77537226488
50707,24121.80554147636
50708,34109.298622693284
50709,60393.737904675
50710,63358.446487537774
50711,36857.75371779693
50712,37554.02262307806
50713,24097.012667910756
50714,37343.0165873826
50715,56552.36588765731
50716,50464.49555765367
50717,25514.4036994484
50718,41564.07923423588
50719,24879.69706862209
50720,74157.73578093071
50721,40630.773591215744
50722,39298.29608870743
50723,33886.525611477235
50724,76345.89094246623
50725,67902.4318201433
50726,23858.630752648267
50727,38420.098969676714
50728,26925.598004124386
50729,27547.194368076085
50730,40911.59536967556
50731,49233.223992790925
50732,136578.6870617637
50733,48901.557405253436
50734,35193.37752600142
50735,38344.07911561201
50736,23858.630752648267
50737,62118.439375361035
50738,36897.15990015077
50739,48160.2084985049
50740,57500.44234674164
50741,47736.68225605016
50742,39051.52566596621
50743,27042.089437990795
50744,60489.13312021377
50745,26643.486724441558
50746,41665.061900160996
50747,42257.98990726121
50748,32283.959387127805
50749,49845.15765090523
50750,12409.468128862489
50751,42271.57608848242
50752,100635.40121283567
50753,24153.325688684752
50754,55824.15296975677
50755,24618.51448368514
50756,35129.47119463487
50757,38986.5790314822
50758,63409.36027745962
50759,37300.62338902782
50760,36950.65434149414
50761,60393.737904675
50762,34951.816185914206
50763,65964.79060402443
50764,49486.59410585558
50765,41206.55448698926
50766,38301.771716091425
50767,37307.71236061945
50768,26030.968584289687
50769,25284.833811108238
50770,29087.326352661443
50771,12232.487027691117
50772,37830.63138296991
50773,65549.72754632155
50774,25397.302450563824
50775,88543.55155866386
50776,50816.32761782434
50777,47526.91843150633
50778,61489.29974429223
50779,39645.56096433954
50780,50878.0109802179
50781,61052.594919652394
50782,23858.630752648267
50783,43911.978194379444
50784,44326.79828748426
50785,28230.336709636675
50786,34260.111562935475
50787,24071.58465803125
50788,47749.86846114663
50789,52045.279164843494
50790,50064.67782115366
50791,38896.03820135226
50792,43914.4204703062
50793,40865.3395502428
50794,40282.83902543411
50795,55597.35983231236
50796,36714.60896540347
50797,49578.97189321585
50798,47776.2003352609
50799,71980.34506120297
50800,52292.94666479257
50801,53965.43840155798
50802,48251.03324539524
50803,25113.393353345695
50804,39579.51869869842
50805,61920.52061286225
50806,75640.64765725104
50807,67592.11697966361
50808,50253.208232877696
50809,44681.85572630299
50810,51198.99028152647
50811,40604.65719756462
50812,90699.99121247613
50813,129746.59912384335
50814,26388.997239039472
50815,36846.47003165967
50816,22352.755748458218
50817,48120.896267057695
50818,36648.07345184336
50819,22678.915823069983
50820,50040.97765385486
50821,47698.760479569966
50822,26601.805422686055
50823,36610.39374933827
50824,169327.60211160211
50825,47289.020334479515
50826,44063.4719761662
50827,49397.76639332944
50828,24813.668358251027
50829,92439.46319376961
50830,46264.299458344256
50831,24082.733958107507
50832,35815.47005736775
50833,57338.00459350053
50834,24019.216133880967
50835,49085.9400482521
50836,25810.480042501113
50837,33927.3768377697
50838,60698.52714518945
50839,50937.56663326627
50840,35418.27825742087
50841,74248.30270937191
50842,26443.356767840723
50843,25755.856107770927
50844,46278.01519230172
50845,58272.703328011245
50846,48271.86146092026
50847,23957.85840659574
50848,26299.282411410873
50849,12622.251545015388
50850,25980.93654287662
50851,137254.8332217072
50852,24700.913793703043
50853,49233.223992790925
50854,49233.223992790925
50855,60736.63757952994
50856,60811.67953926375
50857,35076.98936640604
50858,36916.827834630865
50859,55561.32381711203
50860,60393.737904675
50861,28331.562316210828
50862,41499.413346599045
50863,56183.77545578878
50864,36545.9273727196
50865,61625.484113063576
50866,60668.44424981311
50867,36545.9273727196
50868,68223.72177042821
50869,45831.01520496864
50870,47634.975126662735
50871,36008.83140170558
50872,47706.44128460367
50873,24266.887227412066
50874,29443.178716681952
50875,48995.21871474605
50876,104690.82878598668
50877,85491.01748206827
50878,35491.49575748972
50879,29698.390177965895
50880,49298.170627274936
50881,43729.64649632225
50882,24445.739305275732
50883,28109.263077290776
50884,30490.83634711187
50885,27305.281827110477
50886,54715.16644097161
50887,62315.429441837085
50888,49233.223992790925
50889,33157.75249169179
50890,54869.223326624364
50891,29340.214193416057
50892,57657.45571249033
50893,108237.51879245804
50894,49889.69394046981
50895,34151.81383525578
50896,50528.74194281155
50897,41936.820452658045
50898,11353.393738199562
50899,48275.716966961016
50900,88751.97146862728
50901,51355.52978301928
50902,35416.05113109521
50903,39934.67592767507
50904,27165.35677847263
50905,35708.89404635656
50906,39269.73447926271
50907,50839.98261188508
50908,39510.70652666193
50909,58180.760896674066
50910,61667.12137881201
50911,47931.67337876964
50912,68989.20784832664
50913,48727.800412485674
50914,52011.74809604401
50915,64604.785460548876
50916,40974.54747248121
50917,109083.34802395667
50918,62499.83331490397
50919,97593.6664018838
50920,53915.838025648816
50921,31161.372247769854
50922,24640.653712328345
50923,36635.6627286905
50924,62309.76489860721
50925,58695.06728224465
50926,42375.1348218352
50927,60639.519598602565
50928,11985.82083639042
50929,42885.75928199078
50930,65074.42058607395
50931,46971.43639801349
50932,36832.97649293426
50933,67647.51950751292
50934,35646.12028093547
50935,60393.737904675
50936,54587.74919885572
50937,36606.86253192676
50938,27402.477319824833
50939,48956.535399197695
50940,36681.823296622686
50941,36545.9273727196
50942,49578.23578121376
50943,28227.89740522356
50944,50154.37207055559
50945,60784.47192422015
50946,69125.91949273286
50947,35747.16991981033
50948,24312.921382469984
50949,24120.108548691784
50950,47717.93464899427
50951,48909.907105464044
50952,47462.49279252635
50953,66467.47252697201
50954,31417.10019723855
50955,49658.76064410848
50956,42171.79244000778
50957,60393.737904675
50958,28690.3635435286
50959,73651.62957014528
50960,24687.061989793205
50961,28794.945756843525
50962,50667.223870721704
50963,39691.44667474009
50964,55409.99449445544
50965,22419.537645860524
50966,29346.09387326726
50967,32646.391499134428
50968,42848.21060388469
50969,55399.799774181454
50970,31024.43898401658
50971,39411.04018952787
50972,37607.08026783377
50973,60393.737904675
50974,65509.844383260766
50975,29111.33758346344
50976,48181.55696258015
50977,70243.26621796675
50978,63977.701527610596
50979,51414.02301298513
50980,69466.5951579012
50981,50708.38868701292
50982,46590.81049808462
50983,24445.46800896128
50984,26817.472900310247
50985,35019.144664532345
50986,47706.44128460367
50987,71130.20476106787
50988,35216.521507641766
50989,48376.058689397236
50990,53003.247970595876
50991,84551.03012023665
50992,23978.87111051406
50993,49200.03367896246
50994,83972.18946683519
50995,35160.435694001535
50996,82366.12235699537
50997,59990.51444421966
50998,63081.26927403093
50999,34314.191116939895
51000,49661.03978089217
51001,41124.896657571975
51002,27564.325062527976
51003,31194.292381291096
51004,42103.02853602335
51005,25656.285774485917
51006,39037.24952170484
51007,52098.336809599205
51008,64684.88760643049
51009,48749.602722651725
51010,49233.223992790925
51011,23881.20480119394
51012,60594.72545366811
51013,36632.58576588453
51014,44896.233297888
51015,54533.84582338377
51016,53638.62477197577
51017,60393.737904675
51018,34262.20601261754
51019,24488.790185583115
51020,45086.50246250326
51021,39053.68668432236
51022,23984.291128552424
51023,36172.44082484064
51024,60424.836468513764
51025,93118.41572921904
51026,48125.76494997314
51027,64554.366391904914
51028,72132.93181240596
51029,43448.11525496007
51030,37341.792044055226
51031,45454.224195503644
51032,25027.772313002646
51033,51919.52386259739
51034,47799.45707958521
51035,48099.93240337545
51036,49247.65489122482
51037,35255.81713077412
51038,49233.223992790925
51039,27821.97741476186
51040,52662.24067613125
51041,60393.737904675
51042,40838.46882960657
51043,32009.296176404536
51044,54085.166600499244
51045,49234.67203333973
51046,11776.730751325602
51047,64094.717535288255
51048,124301.76617125505
51049,36537.3824149233
51050,24932.542726730364
51051,60856.30666594762
51052,61720.85145147545
51053,148831.18079245253
51054,39139.68632899442
51055,43789.480824422775
51056,38951.162839302706
51057,60874.11275982087
51058,63611.87361926364
51059,42010.80110913184
51060,26290.332324879266
51061,55666.60226321792
51062,62787.219750165576
51063,29631.112901432007
51064,36766.97803494753
51065,67692.50080889193
51066,54912.117989821
51067,87737.69216702349
51068,66495.3670515815
51069,36827.82584083977
51070,74590.82307144176
51071,47918.67186362651
51072,50977.43838511246
51073,42174.64621275328
51074,56362.38986150433
51075,49068.08540693658
51076,71205.26680266965
51077,38023.003185703725
51078,50219.886573058924
51079,35024.918634727605
51080,26617.628279945126
51081,44217.36888532082
51082,57203.75969587555
51083,36574.688071696044
51084,93651.96626116286
51085,36451.701072936485
51086,47894.58827649979
51087,48130.90244264934
51088,38402.94493916941
51089,23858.630752648267
51090,48224.434227045225
51091,47783.91768208292
51092,65434.21415646734
51093,36545.9273727196
51094,28469.563761055306
51095,40829.8144076235
51096,36564.347523775985
51097,40962.12765190251
51098,56474.14796896623
51099,23858.630752648267
51100,24258.064320670444
51101,94051.78813792547
51102,38137.656715390855
51103,49043.63424667517
51104,45912.6239405718
51105,38478.92439942917
51106,43867.882349007414
51107,61662.8048365335
51108,60762.356661408994
51109,13558.928146583836
51110,28437.705646649676
51111,44095.074142172096
51112,45899.918045358696
51113,24552.21131404595
51114,24230.275502873264
51115,49233.223992790925
51116,106695.26100905857
51117,47964.56989756086
51118,42899.227606786386
51119,50052.53709911597
51120,35621.478895670065
51121,40384.52699206289
51122,33355.949163920144
51123,60393.737904675
51124,35556.08530378465
51125,69815.30029077054
51126,60724.72713307684
51127,61920.52061286225
51128,71276.01777103762
51129,58371.02788050115
51130,25537.023012036425
51131,48874.370353042556
51132,50409.2970677748
51133,35095.69070161944
51134,71157.92026662697
51135,47706.44128460367
51136,60762.33039233765
51137,52425.310361787895
51138,88918.05346923975
51139,48195.54203199026
51140,73081.03452474633
51141,38137.656715390855
51142,36973.59505642748
51143,41885.894459949304
51144,43274.1316483318
51145,33535.68020081462
51146,52924.779439718586
51147,42818.61844362154
51148,41439.11967997311
51149,35022.245009708364
51150,61920.52061286225
51151,49349.9508786622
51152,35695.52074925667
51153,24294.628575413393
51154,24278.046801062643
51155,72325.18845125256
51156,39688.32382854386
51157,71306.3054652175
51158,39365.7639523166
51159,35802.71627012367
51160,36545.9273727196
51161,23966.47388188869
51162,60399.46234557124
51163,49233.223992790925
51164,48669.862610435135
51165,31328.830216845097
51166,36610.87400720361
51167,36143.500947869834
51168,40359.685294084615
51169,120536.17902100665
51170,27114.093989858575
51171,48087.77582282844
51172,36617.96556016052
51173,38139.11345466204
51174,59038.52285070245
51175,63956.099975044286
51176,74319.01324301498
51177,39343.053865465336
51178,42973.808710733036
51179,36215.65820310138
51180,44971.39502713836
51181,39847.39033730185
51182,24281.683018395277
51183,36545.9273727196
51184,47706.44128460367
51185,28976.261087124112
51186,60557.05405532044
51187,51293.14059677312
51188,57589.5960012972
51189,49875.58860433762
51190,51307.84160453495
51191,41345.130712920974
51192,48287.17711472193
51193,52522.797967644874
51194,60956.48240060771
51195,32689.67610833954
51196,82595.30396212112
51197,48472.39026224709
51198,50068.60561781137
51199,66995.74164999886
51200,35265.59214300991
51201,60806.14926163653
51202,60895.69159398355
51203,62247.681324887715
51204,37697.04799821682
51205,51676.2690279579
51206,47706.44128460367
51207,36959.19058630955
51208,60393.737904675
51209,53875.85901482317
51210,35538.36319144433
51211,36872.88713000997
51212,35993.3097179735
51213,37510.00399784672
51214,51578.900866759475
51215,45937.27892688376
51216,40829.047328648114
51217,38137.656715390855
51218,45484.96811412337
51219,24743.568787826374
51220,36708.66039465747
51221,35549.721112089435
51222,43019.34461619885
51223,43076.3358948692
51224,79095.5446554902
51225,68882.9610655884
51226,50878.0109802179
51227,52673.54187017073
51228,66052.49738035063
51229,35019.144664532345
51230,47792.80445369034
51231,51143.6161646216
51232,37410.44156845078
51233,50294.3768879051
51234,38236.37590378469
51235,64394.6713460098
51236,41175.89149285847
51237,60393.737904675
51238,39051.02420112435
51239,50187.84672694124
51240,23858.630752648267
51241,24798.67441612991
51242,76788.55013418902
51243,35590.41414743767
51244,50225.5666795821
51245,52754.708802987894
51246,49233.223992790925
51247,50395.41927061083
51248,60393.737904675
51249,78216.94796987624
51250,27997.127043593555
51251,27287.403671271193
51252,55402.3750325173
51253,30778.69564792245
51254,90377.8267151074
51255,38868.76393525656
51256,36707.43065810833
51257,50508.294116731886
51258,28152.082801510594
51259,43018.96003291607
51260,64755.24667434961
51261,24411.120995553138
51262,40124.710136512906
51263,35407.20746110834
51264,35266.024375125664
51265,53309.982451970434
51266,50314.2450795103
51267,32543.99883175674
51268,31470.74808417417
51269,51917.54565400901
51270,26065.237494202454
51271,48060.02300329942
51272,36641.29313671947
51273,42420.87597893957
51274,40829.08613591622
